"TARGET_deathRate","Geography","incidenceRate","popEst2015","BirthRate","medIncome","povertyPercent","studyPerCap","MedianAge","MedianAgeMale","MedianAgeFemale","AvgHouseholdSize","PercentMarried","PctEmployed16_Over","PctUnemployed16_Over","PctWhite","PctBlack","PctAsian","PctOtherRace"
196.4,"Garland County, Arkansas",464.4,97177,3.943233157,40621,18.7,421.9105344,44.1,42.4,45.6,2.35,50.9,50.2,9.2,85.25692596,8.349320296,0.63122718,3.033397281
194.5,"Greene County, Arkansas",414.1,44196,5.73167141,42572,16.3,0,38.3,37.1,39.5,2.56,53.1,52,9,96.22193536,0.917431193,0.133696003,0.786040293
200.3,"Hot Spring County, Arkansas",422.1,33426,3.906472769,37831,18.7,0,40.9,38.8,42.5,2.59,52.7,49.5,7.6,85.80561892,11.65506063,0.150078041,0.252131108
220.6,"Howard County, Arkansas",434.6,13300,5.693717277,37336,18.8,0,38.6,38.2,39.3,2.65,48,54.2,8.5,67.66506824,21.80007377,0.022132055,9.111029141
170.1,"Independence County, Arkansas",438.6,37052,4.404237591,41085,18.6,0,38.7,37.5,40.3,2.52,53.2,52.5,6.9,94.40625677,2.054016021,0.868694523,0.495237064
233,"Jackson County, Arkansas",532.1,17338,5.670985089,32427,25.1,0,41,40.2,42.1,2.25,41.5,38.6,7.9,79.58742968,17.33818264,0.2159459,0.636472126
204.1,"Jefferson County, Arkansas",502.1,71565,4.806902219,35927,26.8,27.94662195,38.5,36.3,40.4,2.41,40,48.3,11.2,41.5007886,55.58410834,0.80763583,0.697503671
176.9,"Johnson County, Arkansas",395.3,26141,8.562113933,34923,19.7,0,38.1,36.9,39,2.5,54.6,51.1,6.2,91.89355958,1.916698804,0.979560355,2.209795604
213.5,"Lawrence County, Arkansas",442.5,16779,5.841924399,34916,23,59.59830741,41.1,38.9,42.9,2.45,48.9,47.9,6.9,97.2987257,0.89846732,0.076340361,0.035234013
217.6,"Lee County, Arkansas",382.4,9650,12.36017897,28006,39.3,0,40.6,37.9,44.7,2.34,34.4,35.2,17.3,42.7252659,56.41180012,0.040136464,0.491671684
196,"Cleburne County, Alabama",460.7,15018,4.221954162,40418,17,0,41.3,41,41.5,2.57,56.7,51.1,8.3,93.97413678,2.94627383,0.353286229,0.566591121
221.2,"Logan County, Arkansas",424.7,21714,8.799648892,36391,21.1,0,42.8,42.4,43.8,2.48,50.7,49.4,8.1,93.16394709,1.849915913,1.986273351,0.481796282
204.9,"Lonoke County, Arkansas",492.3,71645,7.028310079,54459,12.3,125.6193733,35.5,34.2,36.5,2.7,58.3,59.5,5.9,89.32537381,6.085640322,0.646475506,1.459874666
213.7,"Marion County, Arkansas",442,16185,5.886450714,33181,20.3,0,51.3,50.7,52.1,2.43,58.2,40.6,10.9,96.57917122,0.255195042,0.716976546,0.236966825
229.9,"Monroe County, Arkansas",515.3,7399,9.781931464,30682,28.1,0,45.2,43.7,46.9,2.27,42.7,44.9,12.8,55.91857902,40.68455854,0.5445352,1.166861144
146.2,"Montgomery County, Arkansas",400.3,8970,4.152249135,34597,20.1,0,48.5,47.7,49.1,2.33,59.8,47.8,4.3,94.42209416,0.739371534,0.663259759,0.456670653
210.7,"Nevada County, Arkansas",407.9,8558,5.091311566,30935,25.1,0,41.8,39.1,44.5,2.48,52.5,NA,9.5,67.18981008,30.76310702,1.285113158,0
173.3,"Coffee County, Alabama",430.4,51211,4.884815874,46931,16.8,0,38.8,37.6,39.7,2.62,51,52.1,7.1,76.77658989,17.35123025,1.232214449,0.782171213
198.5,"Ouachita County, Arkansas",426.8,24358,6.041591968,34971,23,0,42.7,41.6,43.6,2.34,48.2,52.1,8.3,57.15141351,40.18527392,0.155725922,0.187669701
209.9,"Perry County, Arkansas",484.6,10189,2.85046729,40556,17.3,0,43.1,41.8,44.6,2.62,54.3,50.7,6.8,93.67961165,2.077669903,0.087378641,1.650485437
248.7,"Phillips County, Arkansas",438.5,19513,6.831119545,28171,35.3,0,37.8,35.1,39.6,2.48,35.7,45,18.1,36.74169977,61.5222402,0.117698985,0.068657741
184.3,"Pike County, Arkansas",401.8,10824,8.52225021,36893,20,0,41.4,41.2,41.7,2.5,56.9,51,6.6,89.2847479,3.13881122,0.496076486,5.068999729
247.1,"Poinsett County, Arkansas",480.5,24040,7.948482061,35851,21.9,0,40.2,38.7,41.9,2.57,47.9,47.6,10,89.34737712,8.269310202,0.028913672,0.718711276
187.2,"Polk County, Arkansas",396.4,20216,6.71641791,33127,22,0,43.1,42.4,44.8,2.56,51.3,46.3,9,92.74700452,0.206246317,0.427224514,2.175407582
207.1,"Pope County, Arkansas",475.7,63390,5.167133642,39909,18.3,0,35.2,34.2,36.5,2.62,51.5,54.8,7.6,91.03931243,3.165685182,0.71940156,1.666401401
182.7,"Pulaski County, Arkansas",472.3,392664,5.116648446,45698,16.1,644.3167696,36.4,34.8,37.9,2.49,43.5,NA,7.5,58.6265536,35.70146211,2.088546162,1.112781493
190.5,"Colbert County, Alabama",443.3,54354,3.673864003,43057,16.7,202.37701,42.2,40.7,43.7,2.43,51.1,48.2,9,79.55146573,15.57196385,0.326941444,1.261847035
212.5,"Randolph County, Arkansas",425.6,17469,7.27081138,37761,18.3,0,42.9,40.3,44.5,2.36,56.4,47.7,5.4,96.54704719,0.695111613,0.02825657,0.531223509
202.9,"St. Francis County, Arkansas",375.9,26589,6.906077348,30489,33.4,0,37.5,36.6,39.6,2.51,37.4,42.4,11.7,43.44121412,51.87420004,0.288901079,2.062534284
169,"Saline County, Arkansas",461.3,117460,5.129672006,55915,8.7,187.2978035,38.7,38.2,39.3,2.66,55.6,59.6,5.3,90.41314909,5.832227913,0.954907628,0.523574008
219.4,"Searcy County, Arkansas",445.8,7869,4.102564103,31765,23.3,0,47,46,47.6,2.48,57.5,43.9,5.9,95.5304457,0.276208412,1.092278719,0.313873195
179.5,"Sevier County, Arkansas",388.4,17290,5.671792286,37014,20.4,0,34.9,33.8,35.7,2.81,53.3,56.5,9.3,66.33657633,4.870280287,0.532777392,24.35719249
171.7,"Stone County, Arkansas",408.4,12456,4.961659901,30010,24.4,0,48.5,47.4,50,2.4,55.4,42.4,7,96.72314578,0.039961637,0.239769821,0.223785166
218.7,"Union County, Arkansas",494.4,40144,5.453756912,40841,23.1,0,39.7,38.3,41.1,2.43,50.8,NA,9.7,64.66665026,32.78862009,0.556198164,0.21903379
173.1,"Washington County, Arkansas",430.3,225477,5.272822665,45589,19.3,372.543541,31.2,30.5,32,2.55,49,61.5,6.2,78.68568419,3.31974939,2.469597841,9.42051083
201.4,"White County, Arkansas",473.3,79161,5.493655215,42044,19.4,12.63248317,36.2,35,37.2,2.55,53.8,52,7.1,91.11873888,4.590643275,0.559369438,1.254767353
215.9,"Woodruff County, Arkansas",492.6,6741,5.860805861,29969,25.1,0,43.9,42,45.5,2.36,42.1,43.7,12.4,69.85536302,26.76500072,1.102677932,0.143204926
207.9,"Yell County, Arkansas",445.9,21713,4.956760177,37080,17.4,0,39.1,36.6,41.3,2.8,53.1,50.5,8.3,81.96473552,2.729562629,1.497595603,12.14105793
147.7,"Alameda County, California",413.4,1638215,5.014712267,76996,12.5,262.4808099,37.1,36.2,38.1,2.78,47.8,60.8,8.3,44.70445424,11.6646677,27.70092802,8.286461117
153.3,"Colusa County, California",400.2,21482,6.602564103,48006,14.3,0,34,33.1,35,3.04,55.1,55.3,10.4,85.00654328,0.705739391,1.958309964,7.61357263
151.5,"Contra Costa County, California",456.3,1126745,5.114550334,80338,10.5,332.817097,38.8,37.5,40.1,2.82,51.5,58.9,8.8,60.52598926,8.88065339,15.25589653,8.13681268
185.4,"Del Norte County, California",431.6,27254,9.278553175,41419,22.4,0,38.8,37.2,44.5,2.55,40.8,38.3,11.5,76.464661,2.886137901,2.159205412,4.167266446
151.5,"El Dorado County, California",458.6,184452,4.76817356,70235,11.4,92.16489927,44.9,43.8,45.7,2.69,55.8,NA,11.1,86.7100877,0.980817494,3.953474324,3.742593071
165.2,"Glenn County, California",443.4,28017,6.12741125,43755,17.1,0,37.2,35.6,38.5,2.92,51.4,49.2,12.6,85.25812551,0.966855757,2.479574726,6.564629491
177.4,"Humboldt County, California",459.5,135727,5.240578994,40581,21,7.367730813,37.4,36.6,38.3,2.47,41.4,52.3,10.5,81.32840618,1.27079106,2.638594724,3.561325296
130.3,"Imperial County, California",387.9,180191,7.022539698,38737,23.6,0,32.2,31,33.6,3.61,44.2,43.9,17.4,70.87584032,2.902259183,1.550452847,18.56503148
161.3,"Kern County, California",419.5,882176,6.627706717,47451,24.5,47.6095473,31.1,30.5,31.7,3.21,46.5,51.3,12.7,74.69748284,5.662349723,4.568367262,10.47189905
156.8,"Lake County, Montana",431.5,29457,7.388908026,38221,22.7,0,41.6,39.8,43,2.38,54.1,51.8,9.9,68.5770141,0.246938985,0.380697603,0.305244024
126.9,"Liberty County, Montana",371.2,2408,5.027932961,37911,19.1,0,44.8,41.8,47.3,2.52,56.5,49.8,4.5,96.20092866,0,0,0.802026171
174.6,"Lincoln County, Montana",460.7,19052,4.703476483,36734,19.2,0,50.8,50.7,50.8,2.21,55.9,42.5,13.1,95.96111082,0.05171433,0.553343331,0.160314423
129.5,"Madison County, Montana",378.7,7915,3.238866397,41539,12.6,0,52.1,51.6,52.5,2.23,55.3,57.9,4.8,95.69975538,0.772499034,0.051499936,1.390498262
198.6,"Meagher County, Montana",573.8,1830,3.899721448,36903,18,0,49.6,52.3,44.2,2.47,55.1,55.8,3.9,98.47207587,0,0.474183351,0
158.9,"Missoula County, Montana",420.1,114181,3.76216968,44716,15.8,937.1086258,34.8,33.9,35.7,2.33,45.2,64.1,8.2,92.21995963,0.456388547,1.253058964,0.197381348
196.6,"Musselshell County, Montana",587,4582,7.611241218,39827,19.1,0,48.5,49,48.1,2.43,58,51.6,4.6,95.80375783,0.187891441,1.08559499,0
140.9,"Park County, Montana",459.2,15972,3.270009343,42942,14.7,2191.334836,46.6,46.3,47.1,2.28,52.2,59.3,5.4,96.27578304,0.547491724,0.08912656,0.13368984
151.2,"Phillips County, Montana",456.8,4169,9.448818898,41595,15.7,0,47.9,45.6,49.1,2.26,60.8,52.5,6.3,87.20902328,0,0,0.719942405
161,"Powell County, Montana",462,6840,6.109979633,40072,20.2,0,45.4,43.6,49.3,2.25,43.3,43.3,2.2,92.30107527,0.47311828,1.103942652,0.229390681
170.1,"Richland County, Montana",435.5,11960,9.156118143,65738,8.2,0,38,38.1,37.9,2.51,55.9,67.8,2.5,94.61013295,0.368307582,0.350341358,0.835429393
182.6,"Roosevelt County, Montana",509.5,11476,6.547122602,37511,23.8,0,30.4,28,31,3.54,38.7,45.5,6.8,36.96712428,0.081286127,0.18966763,0.632225434
164.6,"Rosebud County, Montana",490.7,9398,4.558969277,50751,20.5,0,36.9,38,36.1,2.81,53.8,57.4,10.6,61.01368691,0.203165098,0.588109495,1.21899059
151.3,"Sanders County, Montana",439.6,11336,8.568548387,32815,20.7,0,51.5,52.4,50.9,2.21,61.2,43.3,9.3,91.547682,0.14983254,0.273224044,0.185087255
165,"Sheridan County, Montana",403.1,3687,3.617945007,52711,10.2,0,47.1,47.3,46.9,2.16,56.5,64.5,2.7,92.75482094,0.055096419,0.165289256,1.267217631
127.4,"Stillwater County, Montana",519.3,9486,3.636363636,60812,8.4,421.674046,46.7,47,46.4,2.44,65.2,59.5,3.6,95.74720069,0.183031869,0.506029285,1.065891473
165.6,"Sweet Grass County, Montana",473.1,3634,9.191759113,45000,12,0,46.1,44.2,48.8,2.55,62.4,NA,0.9,95.95375723,0.192678227,0.715661987,0
174.2,"Toole County, Montana",475.5,5087,6.557377049,45207,17.2,0,41.7,40.9,44.6,2.24,52.6,53.5,3.1,90.81553398,0.155339806,2.213592233,0.388349515
149.4,"Wheatland County, Montana",382,2110,5.066666667,35875,19.5,0,46.5,48.4,43.9,2.34,57.7,54.4,3.4,96.02836879,0,0,0.236406619
157.5,"Adams County, Nebraska",485.3,31587,5.432887856,48658,12.5,63.31718745,37.8,35.5,39.6,2.35,51.9,63.5,5.5,94.92716748,0.963679155,1.237198651,1.052732015
139,"Antelope County, Nebraska",472.7,6414,8.048993876,50919,14,0,46.5,44.2,48.1,2.27,66,63.4,1.6,98.18069689,0.123342584,0.277520814,0.493370336
171.1,"Boone County, Nebraska",520.4,5315,4.356636272,52914,10.3,0,45.6,44.7,47.3,2.37,60.5,64.9,1.2,99.27414852,0.130281035,0.148892611,0.111669458
159,"Box Butte County, Nebraska",434.4,11337,6.383909051,55465,11.4,0,40.8,35.9,44.8,2.31,61.1,64.8,3.9,92.72325376,0.114942529,0.309460654,0.707338638
135.2,"Boyd County, Nebraska",384.9,2006,9.17721519,39964,13.9,0,50.8,50,51.6,2.15,64.7,59.3,1.1,97.00833742,0.83374203,0,0.294261893
159.1,"Buffalo County, Nebraska",443.6,48863,4.894004637,51550,12.5,900.4768434,32.5,31.9,33.4,2.49,50.8,72.3,3.5,93.25868468,1.173943868,1.282372076,2.33329163
201.4,"Burt County, Nebraska",485.1,6585,7.352941176,49345,10.6,0,47.4,46.1,48.6,2.33,60.7,57.4,3.3,95.66721829,0.97788476,0.48142019,0.64690838
167.3,"Butler County, Nebraska",399.5,8115,11.30834977,54240,9.2,0,44.7,42.1,47.7,2.26,60.8,65.5,4.2,96.82655039,0.641957364,0.557170543,1.138565891
172.1,"Chase County, Nebraska",462.8,3956,7.489597781,52749,9.3,0,44.9,42.8,48.1,2.25,66.5,67.4,0.7,98.07544265,0.025660765,0,0.333589941
148.7,"Cherry County, Nebraska",395.1,5848,4.047619048,43564,13.3,0,43.9,43.8,43.9,2.14,68,69.9,2.6,91.55979203,0.034662045,0.27729636,0
122.2,"Cheyenne County, Nebraska",439.5,10167,11.69354839,55964,9,0,39.9,37.8,41.7,2.27,55.1,71.9,1.6,96.14964771,0.218318944,1.240448546,0.089312295
148.9,"Clay County, Nebraska",506.7,6309,8.012820513,55758,11.3,0,43.2,42.5,43.7,0.024,61.2,63.1,2.8,96.77217173,0.454403008,0.376057662,0.893136948
128.3,"Cuming County, Nebraska",370.9,9125,7.272727273,56047,9.1,0,43.6,43.3,44,2.41,61.3,64.2,3.3,96.00132188,0.033046927,0.29742234,2.159065874
177.8,"Dakota County, Nebraska",396,20781,9.833738848,50289,14.8,0,33.7,33,34.3,2.81,57.1,65.4,7.4,68.51139533,4.135012982,3.168573901,20.24713915
155.4,"Dawes County, Nebraska",370,9055,7.437661221,40667,18.8,220.8724462,33.7,33.1,34.6,2.22,48.7,59.8,2.6,89.30604203,0.525394046,1.762259194,0.645796848
139.7,"Dawson County, Nebraska",409,23886,8.05433327,47366,13.7,0,36.2,35.7,37,2.71,56.6,67.6,4.8,89.22265154,4.661597906,0.070630271,3.639536333
168.3,"Dixon County, Nebraska",447.2,5797,7.055749129,52601,10.7,0,41.9,41.1,42.5,2.51,58.1,64.2,4.5,95.56767815,0.39209001,0.051142175,2.523013979
177.9,"Dodge County, Nebraska",487.5,36706,7.218949743,50043,12.9,27.24350242,39.4,38.3,40.4,2.37,55.8,63.7,5.1,95.82573179,0.49012934,0.577263445,0.313138189
179.7,"Douglas County, Nebraska",476.6,550064,5.925782154,52842,14,818.0866226,34,33.2,34.9,2.52,47.6,67.2,5.7,78.9999163,11.2767481,3.147929434,3.143651598
151.9,"Dundy County, Nebraska",406.9,1799,5.83090379,45624,13.8,0,46.2,42.8,48.3,2.18,62.3,57.7,4,98.51116625,0.099255583,0,0.248138958
150.3,"Fillmore County, Nebraska",423.8,5619,6.001846722,54556,10.1,0,47.5,46.2,49.1,2.22,57.5,63.3,3.4,97.1915043,0.912761102,0.017553098,1.000526593
119.2,"Franklin County, Nebraska",339.4,2985,8.058608059,44794,13.6,0,49.9,49,50.8,2.15,64,60.9,3.5,98.13204509,0.128824477,0.193236715,0
127.2,"Frontier County, Nebraska",443.6,2624,3.646833013,48543,13.7,0,44.4,42.7,45.1,2.25,59.5,61.5,2.4,98.25106879,0,0,0
145.5,"Furnas County, Nebraska",482.7,4862,5.315614618,44461,12.7,0,46.8,45.8,47.5,2.11,60.2,59.4,3.4,96.95109474,0.122774708,0.184162063,0.73664825
128.2,"Garden County, Nebraska",419.3,1918,4.705882353,38645,15.6,0,52.3,50.9,52.5,2.1,62.9,60.7,3.1,97.36697751,0.164563906,1.097092704,0.054854635
141,"Garfield County, Nebraska",482.9,2028,3.095975232,40436,11.8,0,51.4,53.1,50.9,2.1,57,62.7,3.5,97.98241076,0.620796689,0,0.310398345
187.4,"Gosper County, Nebraska",445.3,1973,1.38121547,55319,9.1,0,46.7,45.6,48.8,2.46,64.9,68.5,5.1,97.01417004,0,0,1.062753036
155.8,"Hamilton County, Nebraska",411.9,9190,3.387978142,62191,6.9,0,42.9,40.9,44.3,2.45,62.7,65.9,2.5,96.62637363,0.538461538,0.21978022,0.868131868
223.9,"Harlan County, Nebraska",445.6,3452,5.410122164,46744,11.4,0,49.5,46.9,50.6,2.19,62.4,59.7,1.7,97.36842105,0.20242915,0.26026605,0.08675535
183.7,"Hitchcock County, Nebraska",501.5,2883,9.807692308,40496,13.8,4856.052723,48.2,44.1,49.8,2.12,57.3,58.3,3,99.27058006,0.138937131,0.138937131,0
201.3,"Jefferson County, Nebraska",379.5,7263,5.139186296,44947,11.5,0,45.5,45,46.4,2.18,58.4,62,4,97.1747612,0.013453518,0.242163326,0.053814072
185.6,"Johnson County, Nebraska",425.6,5173,4.337050805,48511,13.9,0,42.3,40,47.5,2.13,48.5,47.6,3.6,87.38145926,7.122121153,0.832204374,2.690149023
136.4,"Kearney County, Nebraska",440.9,6585,12.76119403,56791,9.6,0,40.8,39.5,43.5,2.34,61.2,67.7,3.8,98.12185066,0.152695068,0.320659643,0.488624217
161.3,"Keith County, Nebraska",411.5,8063,2.702702703,45192,12,0,49.1,47.7,49.8,2.06,59.5,61.8,2.8,96.47679843,0.576970292,0.417382765,0.196415419
161.7,"Knox County, Nebraska",461.2,8543,6.866666667,42745,14.9,0,47.6,45.9,49,2.24,61.4,63.2,3.3,87.52921926,0.070126227,0.502571295,0.607760636
153.5,"Lancaster County, Nebraska",425.9,306468,6.17570233,52011,14,486.1845282,32.9,32.1,33.8,2.42,47.4,68.1,5.1,87.33964037,4.000268384,4.01335212,1.225845411
167,"Lincoln County, Nebraska",456.8,35656,5.843469064,49770,14.5,28.0457707,40.1,39.2,40.7,2.34,55.2,61.9,4.2,95.6346111,0.835747716,0.509806107,1.016826387
161.2,"Madison County, Nebraska",473.4,35039,7.123638693,51836,13.7,485.1736636,37.5,35.3,39.3,2.43,53.7,68.4,3.1,92.15630429,1.181965766,0.689242687,2.389564524
163.6,"Merrick County, Nebraska",448.8,7787,4.215304799,50893,10.4,0,43.8,43.3,45.2,2.28,60.9,67.1,5.2,96.33487654,0.488683128,0.102880658,0.694444444
131.6,"Morrill County, Nebraska",444.6,4854,5.760869565,46961,14,0,41.3,41.1,41.7,2.38,53.6,64.7,4,96.12228149,0.800164136,0.307755437,1.292572835
141.8,"Nance County, Nebraska",395.7,3595,7.391304348,48535,11.7,0,45.9,44.2,48.1,2.25,57.5,60.9,3.2,99.61527892,0.054960154,0.054960154,0
164.7,"Nemaha County, Nebraska",398.7,7046,8.91959799,49162,13.6,567.6979847,39.1,36.8,41.4,2.31,52.2,59.1,8,96.19140625,1.143973214,0.474330357,0.251116071
154.3,"Nuckolls County, Nebraska",431.1,4329,7.142857143,43249,13.4,0,49.2,48,50.9,2.08,60.7,61.9,2.9,97.97312685,0.045547711,0.751537235,0.159416989
171.1,"Pawnee County, Nebraska",425,2659,1.111111111,42977,12.2,0,49.1,46.9,50.9,2.13,62.2,57.2,4.6,99.08290536,0,0,0
147.5,"Perkins County, Nebraska",327.2,2944,6.593406593,56080,10.4,0,44.1,41.6,45.6,2.32,65.5,64.6,1.7,98.8372093,0.136798906,0,0.239398085
173.5,"Phelps County, Nebraska",409.2,9296,2.548476454,54137,9.5,0,42,40.1,44.6,2.4,60.3,64.4,1.7,97.08116319,0.151909722,0.130208333,0.401475694
159.5,"Pierce County, Nebraska",426.4,7208,9.160305344,53489,10,0,41.3,39.8,42.9,2.4,64.3,NA,4.7,97.99554566,0.139198218,0.236636971,0.194877506
155.1,"Platte County, Nebraska",424.5,32847,5.33869116,61768,8.4,0,38,35.9,39.8,2.53,57.2,NA,4.5,95.4904724,0.2757184,0.609644017,1.6788187
187.3,"Rock County, Nebraska",502.1,1381,3.361344538,46051,15,0,52,49.8,53.4,1.94,59.4,64.1,1.7,95.64596717,0.713775874,0.214132762,0.713775874
181.9,"Saline County, Nebraska",529,14282,3.0621435,51805,10.1,0,36.6,35.5,37.8,2.61,52,63.3,3.4,91.62256267,0.793871866,2.681058496,3.189415042
169.9,"Sarpy County, Nebraska",463.5,175692,7.30321114,74008,5.3,108.1437971,33.7,32.7,34.6,2.71,59.5,69.5,4.4,88.76187999,4.243699466,2.130124356,1.043193532
176.2,"Saunders County, Nebraska",428.6,21016,6.021555764,61961,8.2,333.0795584,41.4,40.6,42.4,2.56,60.4,65.4,3.5,97.25051403,0.655094917,0.272557739,0.535552049
160.2,"Scotts Bluff County, Nebraska",419.7,36261,6.311958841,47194,15.6,386.0897383,38.8,37.7,39.5,2.42,51.8,63.3,5.5,93.29135318,0.866862938,0.665140116,2.44520772
190.8,"Davidson County, Tennessee",472.2,678889,5.788303646,48195,19.9,849.9180278,34.2,33.5,34.9,2.41,40.5,64.5,7.2,62.43709245,27.59109256,3.205589623,3.999507977
212.3,"Decatur County, Tennessee",431.5,11660,4.422498927,37417,19.9,0,45.3,44.2,46.1,2.3,56.1,48.1,10.1,94.10405614,2.781105596,0.265274688,0.795824063
202.8,"DeKalb County, Tennessee",422.5,19182,6.303030303,38595,20.1,0,41,39.4,43.4,2.7,50.1,48.3,7.6,94.78936863,1.449732115,0.619813006,1.654585566
199.1,"Dickson County, Tennessee",497.9,51487,4.968421053,45914,14.3,58.26713539,39.9,38.5,40.9,2.69,52.5,54.7,7.5,92.29077508,3.930892376,0.491361547,0.739023617
185.6,"Dyer County, Tennessee",408,37893,6.483677849,43425,19.6,0,40.3,39.2,42,2.51,51.7,54.1,6.6,82.04656541,13.34419509,0.580753666,0.835654596
174.7,"Fayette County, Tennessee",471.4,39165,5.28264626,56573,14.7,0,43.7,42.7,44.8,2.58,56.4,54.1,8.5,69.61920956,27.64981708,0.66986139,1.076931004
230.9,"Fentress County, Tennessee",496.6,17917,5.124835742,30299,28.1,0,44.2,42.7,45.2,2.43,53,41.6,10.4,97.90864982,0.16173108,0.306731359,0.340192962
180.5,"Franklin County, Tennessee",465.4,41449,5.292111343,43851,16.5,0,41.5,39.7,42.5,2.4,52.7,50.8,9.5,90.12105596,3.155233604,0.763284554,1.645680393
214.7,"Gibson County, Tennessee",460.4,49399,4.845775592,37498,19.5,0,40.4,39.1,41.3,2.49,50.2,52,9.5,78.91551682,18.53465666,0.326797386,0.538610506
199.9,"Giles County, Tennessee",469.4,28946,4.447587616,41326,16.9,0,42.9,41.5,44,2.49,52.4,50.6,9.9,86.09969256,10.03488894,0.659780994,0.939583405
194.7,"Greene County, Tennessee",469.7,68580,3.90120498,36740,17.7,0,43.7,42.2,44.9,2.38,53,49.8,8.7,95.30010499,2.206311246,0.507466169,0.587669155
218.9,"Grundy County, Tennessee",460.3,13441,5.094207955,28086,26.1,0,42.6,41.4,44.4,2.55,48.4,41.6,10.2,81.92842354,0.236616386,0.229222124,0.229222124
172.9,"Hamilton County, Tennessee",470.9,354098,5.342350159,48380,15.9,553.5190823,39.3,37.8,40.9,0.0248,48,57.7,8,75.1445618,19.8327593,1.981782196,0.991034726
230.9,"Hancock County, Tennessee",483.5,6572,8.014184397,27323,29.5,0,44.2,43.4,45,2.35,51.7,41.5,12.1,97.41041855,0.451671183,0.060222824,0.060222824
213.7,"Hardeman County, Tennessee",480.3,25707,4.627249357,35321,25.3,350.0991948,39.8,37.6,42.8,2.59,41.1,38.3,18.7,56.16120062,41.85807336,0.441854264,0.20188169
185.9,"Hardin County, Tennessee",456.8,25756,4.906586148,36285,21.7,0,44.8,43.7,45.9,2.58,51.2,44.5,13.9,94.11969112,3.150579151,0.324324324,0.077220077
211.8,"Hawkins County, Tennessee",500.6,56471,4.203166439,39506,19.6,0,43.4,42.3,44.5,2.42,52.7,47.6,10,96.21874724,1.397649969,0.367523633,0.385193038
183.7,"Haywood County, Tennessee",457.4,18023,4.488542405,35470,24.7,0,39.9,37.3,41.4,2.57,43,49.8,10.5,46.15848312,49.34239369,0,2.498903989
204.5,"Henderson County, Tennessee",467.1,28015,4.405016825,39303,19.1,0,40.7,39.1,41.6,2.57,51.5,50.2,9.4,89.0265234,7.589333524,0.049976796,0.871024167
219.1,"Henry County, Tennessee",479.3,32147,4.382650748,37151,20.5,0,44.9,43.7,46,2.36,55.2,48.3,9.7,89.49456134,8.624376336,0.210728563,0.083671635
213.5,"Hickman County, Tennessee",509.6,24363,6.558627264,37443,20.2,0,40.7,39.5,42.1,2.6,49.1,48,8.6,92.14676934,4.826421777,0.032944859,0.938928468
219,"Houston County, Tennessee",457,8149,3.771361226,39753,19.1,122.7144435,43.2,41.3,43.8,2.49,56.7,45.6,8.1,94.31845597,2.689987937,0.180940893,0.241254524
222.6,"Humphreys County, Tennessee",527.3,18135,5.078225186,42837,17.6,716.8458781,42.2,41.3,42.8,2.53,54.8,48.1,8.9,95.09868421,3.229166667,0.191885965,0.082236842
196.5,"Jackson County, Tennessee",449.1,11509,3.981937603,35379,23.4,0,45.8,44.9,46.5,2.49,50.8,40.2,14.5,96.72929715,0.71329158,0.026096033,0.617606124
185.3,"Jefferson County, Tennessee",484,53240,4.075765263,41235,17.8,0,42.3,41.1,44.2,2.58,53.4,53.6,9.1,94.76281196,2.560487712,0.226709849,0.542960564
211.3,"Johnson County, Tennessee",414.7,17830,5.253623188,31330,26.4,0,44.5,43,47.5,2.29,53.3,39.9,9,93.40067714,3.946272964,0.127657213,0.782594217
247.6,"Lake County, Tennessee",413.7,7576,4.662698413,28524,41.9,0,40.3,38.8,45,2.38,32.9,27.9,10.1,68.73943021,26.81149994,0.286197476,1.74320281
218.3,"Lauderdale County, Tennessee",484.4,26936,5.484147386,33595,24.8,0,37.1,35.2,39.3,2.5,41,41.8,13.4,61.85875232,35.09315638,0.477631531,1.122981004
187.3,"Lawrence County, Tennessee",438.8,42564,7.666385847,34614,21.8,0,39.9,38.7,41.4,2.59,55.2,50.7,10.8,95.08122957,1.901671956,0.464168995,0.9307062
217.1,"Lewis County, Tennessee",538.7,11854,4.558176729,36255,20.3,0,43.5,41,46.2,2.49,57.3,50.8,7.7,94.26490288,1.59912927,1.942397857,1.013060951
170.6,"Loudon County, Tennessee",467.4,51130,4.243210863,53945,13.6,0,46.5,45.4,47.4,2.49,61.4,48.1,8.9,95.71363157,1.262219037,0.774453005,0.6331004
195.9,"McMinn County, Tennessee",447.5,52639,4.451140766,39528,17.4,0,42.7,42.2,43.1,2.58,52.1,48.9,9.3,92.57608654,4.04906106,0.457090618,0.681826839
211.2,"Macon County, Tennessee",531.4,23177,4.994346023,36886,19.3,43.14622255,39.6,38.8,40.5,2.53,56.5,53.5,7.4,96.34462458,0.289969685,0.900663415,1.432274505
176.3,"Madison County, Tennessee",434,97610,5.831783426,43113,20.9,133.1830755,37.6,36.4,39,2.56,45.8,55.2,8.4,59.87126212,37.0549173,1.186547706,0.407398354
220.2,"Marion County, Tennessee",521.2,28487,2.19816273,40766,20.6,0,43.1,41.6,44.6,2.43,53.9,51.7,6.7,93.53847241,1.519112556,0.374478909,0.162509715
216.9,"Marshall County, Tennessee",490.5,31552,3.440273038,42839,15.5,0,39.4,38.7,40.5,2.57,53.2,55.4,8.4,89.36743798,7.195352868,0.545588754,1.354343849
